5259926	1	19063812+4025335	14.163	13.105	14.21	5869	4.443	0.115	0.488	0.032	0.037	0.048	0.026	5259926	5259926	5259926	5259926	5580.259	5624.925	5763.276	5755.348	56	51	50	56	0.437821	54964.90964	14.21	1.00334	1.31174	0.35048	0.96004
5282464	4.1	19354696+4026583	12.759	11.816	12.796	7472	3.963	0.19	0.149	0.017	0.018	0.023	0.016	5282464	5282464	5282464	5282464	12415.282	12296.265	12311.115	12271.772	72	73	76	76	0.496398	54964.70699	12.796	1.22315	0.76713	0.68718	0.05301
5283266	4.2	19363646+4024055	14.11	12.644	14.196	4921	4.046	0.124	0.896	0.026	0.043	0.06	0.031	5283266	5283266	5283266	5283266	5702.264	5636.859	5736.859	5798.969	25	24	20	21	0.314644	54964.67543	14.196	1.17891	1.26151	0.84187	0.44462
5283839	4.2	19371271+4028007	15.09	14.044	15.156	5906	4.548	0.159	0.529	0.047	0.076	0.105	0.06	5283839	5283839	5283839	5283839	3161.178	3098.067	3238.355	3307.616	145	144	140	141	0.315238	54964.85212	15.156	1.00121	2.64974	0.84542	1.0228
5307780	4.2	19573554+4025225	14.863	13.765	14.906	6075	4.488	0.183	0.482	0.174	0.216	0.245	0.24	5307780	5307780	5307780	5307780	2999.996	2967.442	2963.767	2882.716	125	131	128	127	0.308846	54964.97653	14.906	1.04368	1.65006	0.81015	0.45788
5310387	4.3	19593092+4028567	12.627	11.653	12.682	6520	4.072	0.151	0.317	0.024	0.023	0.031	0.024	5310387	5310387	5310387	5310387	11199.424	11308.246	11386.148	11238.936	22	27	25	24	0.441666	54953.66341	12.682	1.04263	3.39203	0.73986	1.08456
5353374	4.1	19155373+4030362	14.028	13.159	14.068	6402	4.141	0.16	0.36	0.024	0.028	0.031	0.026	5353374	5353374	5353374	5353374	6339.093	6288.581	6352.26	6266.254	160	164	164	160	0.393323	54964.66105	14.068	1.02415	1.1743	0.90809	0.37799
5369419	1	19351867+4033030	12.909	12.06	12.973	6669	4.213	0.137	0.257	0.022	0.025	0.03	0.026	5369419	5369419	5369419	5369419	11327.97	11179.508	11257.73	11184.834	35	32	31	35	0.437677	54954.04814	12.973	1.01094	1.29131	0.3257	0.98534
5371109	4.1	19370306+4035548	13.923	13.125	13.972	7396	4.061	0.226	0.198	0.051	0.048	0.06	0.049	5371109	5371109	5371109	5371109	6393.567	6360.686	6497.589	6578.224	151	148	147	151	1.19172	54965.79034	13.972	0.97911	0.5058	0.47167	0.21718
5374883	3.2	19405396+4031355	15.422	14.167	15.463	5818	4.39	0.192	0.56	0.063	0.083	0.129	0.075	5374883	5374883	5374883	5374883	2497.218	2506.327	2637.185	2711.227	378	379	382	382	0.419711	54964.75568	15.463	1.04849	1.23669	0.83041	0.2637
5425950	4.2	18521368+4041174	14.96	13.794	15.003	5483	4.559	0.108	0.585	0.054	0.064	0.085	0.054	5425950	5425950	5425950	5425950	2704.799	3160.082	2869.247	2830.239	111	111	108	106	0.378167	54964.61574	15.003	1.13751	0.92965	0.90553	0.20248
5426665	4.2	18533969+4038008	14.434	13.215	14.475	6012	4.206	0.135	0.428	0.057	0.056	0.082	0.036	5426665	5426665	5426665	5426665	4259.373	4455.262	4401.255	3654.912	44	40	40	44	0.389549	54964.87972	14.475	1.03483	0.86813	0.82814	0.11237
5439790	3.2	19162894+4039018	13.199	12.256	13.248	6566	4.197	0.133	0.306	0.017	0.019	0.026	0.016	5439790	5439790	5439790	5439790	9874.707	9726.923	9711.622	9792.884	193	193	198	197	0.796107	54954.50275	13.248	1.05713	1.73103	0.94239	0.66703
5440746	3.2	19174110+4037576	14.123	13.179	14.172	6138	4.548	0.119	0.408	0.034	0.031	0.034	0.032	5440746	5440746	5440746	5440746	5944.474	5946.977	6015.455	5993.148	31	31	36	35	0.482646	54964.94574	14.172	1.20787	1.82085	0.49281	0.79425
5450322	4.2	19293885+4038100	14.756	13.615	14.786	5741	4.482	0.139	0.527	0.076	0.054	0.095	0.07	5450322	5450322	5450322	5450322	4106.239	3772.108	3968.478	3712.649	70	74	75	70	0.424032	54964.99719	14.786	1.02289	1.27276	0.42517	0.90547
5459373	4.1	19393915+4041054	15.052	13.605	15.091	4982	4.427	0.121	0.742	0.166	0.282	0.279	0.26	5459373	5459373	5459373	5459373	3134.91	2936.466	3097.745	3132.731	309	307	306	310	0.286614	54964.66888	15.091	0.98435	0.90725	0.42716	0.78941
5468295	4.1	19474342+4039550	14.255	13.166	14.31	5758	4.536	0.124	0.541	0.039	0.06	0.088	0.039	5468295	5468295	5468295	5468295	5126.139	5024.872	5024.36	5191.562	13	17	18	14	0.352017	54964.77986	14.31	1.01047	2.89149	0.77554	0.90524
